Date,Global_active_power,Global_intensity,Global_reactive_power,Sub_metering_1,Sub_metering_2,Sub_metering_3,Voltage
18/5/2010,533.476,2353.8,173.68,0,517,4013,348277.52
19/5/2010,1236.572,5324.6,148.864,0,4144,6705,344373.35
20/5/2010,873.96,3752,147.236,379,431,6943,345010.45
21/5/2010,1513.866,6524.4,270.068,2988,2248,10433,346838.8
22/5/2010,1323.018,5707.8,187.01,1609,2732,7471,348682.47
23/5/2010,1508.378,6543.2,192.188,1336,402,5678,345129.2
24/5/2010,1825.184,7761.8,116.958,1966,2445,7824,344746.5
25/5/2010,1689.862,6961,115.556,0,254,12462,352933.44
26/5/2010,1777.18,7361.4,152.08,1731,3256,11359,353138.13
27/5/2010,1756.24,7441.4,186.192,4840,347,9666,343268.23
28/5/2010,1423.782,6071.6,125.204,990,286,9562,344331.47
29/5/2010,1428.448,6006.2,179.276,1,543,8806,347299.27
30/5/2010,1315.456,5494.4,140.568,1016,527,8055,347437.8
31/5/2010,2082.378,8855.8,200.526,1105,5515,10690,343730.82
1/6/2010,1588.438,6806.4,181.468,1033,430,6734,346161.91
2/6/2010,1390.45,5804.6,169.354,0,442,11326,349298.15
3/6/2010,1805.408,7697,193.958,3255,680,9803,343339.52
4/6/2010,2487.934,10566.6,161.936,4751,318,11908,345182.54
5/6/2010,2523.836,10596,188.144,4005,5749,9048,347236.65
6/6/2010,2378.288,10056,291.892,2850,4175,12420,347427.75
7/6/2010,1273.48,5431.6,142.566,1185,405,4517,347420.39
8/6/2010,1669.54,7104.4,114.26,2114,356,8428,343315.75
9/6/2010,2048.396,8527.2,126.872,1165,273,11716,350336.06
10/6/2010,2712.986,11423.8,296.614,4324,2209,17857,347172.58
11/6/2010,1246.5,5321.8,186.148,0,1740,4700,347022.82
12/6/2010,2503.208,10389,106.184,1082,372,6965,346218.09
13/6/2010,1783.474,7579.6,128.956,1144,265,12056,346742.37
14/6/2010,794.712,3321.6,139.558,0,419,3970,349965.01
15/6/2010,1601.14,6751.6,143.214,0,5466,9166,347305.61
16/6/2010,1696.318,7122.8,150.572,1124,2615,7552,347255.43
17/6/2010,1452.634,6084.8,131.54,799,333,10141,348913.65
18/6/2010,1825.852,7572.8,170.614,1154,613,12476,349551.52
19/6/2010,2102.104,9229,182.336,3215,949,10095,337549.9
20/6/2010,1789.98,7554.2,199.596,1354,5410,12200,346018.06
21/6/2010,1349.902,5716.4,146.378,1038,1797,9058,346891.27
22/6/2010,1299.25,5504,118.704,0,301,10280,339824.32
23/6/2010,1695.572,7359.8,231.138,3330,829,11680,337854.86
24/6/2010,1217.714,5287.8,174.52,1009,506,7871,345192.39
25/6/2010,1475.45,6356.6,233.496,1769,2732,10611,346437.85
26/6/2010,1746.792,7615,291.186,7609,574,11365,347647.13
27/6/2010,1069.524,4706.8,219.35,2826,3563,4005,346463.21
28/6/2010,1805.064,7717.6,253.582,4258,5230,7536,346449.93
29/6/2010,954.26,4178.6,270.972,429,755,7142,348139.4
30/6/2010,1005.934,4328.2,192.292,0,771,8451,346362.77
1/7/2010,1089.72,4776.6,154.434,1096,0,7985,337971.95
2/7/2010,326.112,1570.2,214.504,0,513,2215,346414.79
3/7/2010,532.672,2415.4,214.786,0,659,4193,347369.4
4/7/2010,524.746,2309.2,164.584,0,507,3947,346972.66
5/7/2010,901.474,3963.2,172.026,0,3888,3461,344649.67
6/7/2010,1868.574,7955.2,238.292,2948,6500,13400,344649.28
7/7/2010,1228.63,5277.8,220.532,995,588,9031,348278.86
8/7/2010,1422.876,6058,161.204,3164,532,10174,348252.12
9/7/2010,2447.62,10487,246.074,1987,8177,12810,346899.58
10/7/2010,1695.814,7078,116.172,1288,282,10294,346671.27
11/7/2010,2080.272,8563.4,141.504,2687,3820,9979,354298.52
12/7/2010,1769.442,7300.4,115.024,1198,255,12936,352668.33
13/7/2010,2106.114,8939.4,153.178,2498,8255,10886,343909.84
14/7/2010,1726.568,7439.2,187.234,1016,419,9476,343948.13
15/7/2010,1821.834,7688.2,207.422,734,4334,9908,347345.22
16/7/2010,1809.954,7614.2,180.096,2159,543,12666,347911.54
17/7/2010,1844.758,7892.8,193.52,5042,301,6374,344973.47
18/7/2010,1619.184,6846.6,109.988,1032,389,10421,345242.57
19/7/2010,1557.176,6495,197.68,2187,408,10014,348305.16
20/7/2010,1673.816,7151,174.976,1026,621,6943,343348.54
21/7/2010,1769.016,7427.4,147.64,459,3710,10263,346566.31
22/7/2010,2466.74,10306.6,180.224,3294,310,13627,348823.5
23/7/2010,1742.638,7294.8,165.088,1132,358,10291,349262.78
24/7/2010,2328.018,9780,177.708,3299,3513,11986,347255.56
25/7/2010,1518.31,6392.6,108.706,0,295,8089,347141.59
26/7/2010,3131.536,13076.6,184.644,6822,4483,17873,348553.33
27/7/2010,1625.708,6806.6,162.466,2736,3837,5546,349465.64
28/7/2010,2375.206,9986.4,171.2,1076,4761,15513,346065.93
29/7/2010,1862.956,7836,129.392,1235,3471,9033,346775.14
30/7/2010,1696.466,7107.8,149.866,1055,811,12113,349159.17
31/7/2010,1372.472,5712,133.948,0,4674,3679,350714.51
1/8/2010,1553.924,6573,138.73,1127,3111,5923,346145.17
2/8/2010,1538.838,6457.2,141.28,2420,672,9466,350248.79
3/8/2010,1440.092,6093,152.732,1103,338,9121,348464.76
4/8/2010,1596.982,6689.4,184.526,1077,3440,11362,348236.97
5/8/2010,1643.664,7172.6,168.918,946,4935,9433,337733.24
6/8/2010,1176.264,4978.8,190.956,1030,423,6649,347157.02
7/8/2010,1012.648,4280.8,135.008,0,374,7992,347289.86
8/8/2010,1644.004,6934.6,145.164,1053,332,13602,341994.09
9/8/2010,985.002,4294.6,172.334,985,699,3959,337649.48
10/8/2010,1882.484,7966,186.414,2379,2611,14593,344137.6
11/8/2010,1207.392,5225.6,218.93,2077,1641,6034,347066.73
12/8/2010,1012.082,4367.4,184.11,1821,488,6737,348956.71
13/8/2010,1358.206,5810.2,214.044,997,3047,10177,345470.6
14/8/2010,983.39,4274.8,202.81,2171,592,7149,345072.55
15/8/2010,1110.136,4901.4,256.638,1292,3619,5704,347963.05
16/8/2010,834.788,3667.2,209.536,879,760,5762,346546.73
17/8/2010,1483.58,6373.4,131.182,437,2168,9042,337757.59
18/8/2010,334.884,1613.8,214.94,0,526,2357,344609.75
19/8/2010,539.296,2442,221.29,0,668,4232,347555.23
20/8/2010,527.476,2330,168.026,0,520,3968,347508.07
21/8/2010,1336.496,5770.4,181.738,3632,551,9388,344205.65
22/8/2010,1372.656,5876.4,176.444,3612,1707,5976,346447.71
23/8/2010,1221.458,5241,201.492,2196,577,8299,348064.73
24/8/2010,1451.854,6202.2,167.962,1929,922,11829,347436.23
25/8/2010,2241.36,9434.4,207.568,0,467,17547,344990.81
26/8/2010,2043.55,8625.6,127.452,2197,3511,9793,346783.4
27/8/2010,1633.27,6797.8,124.374,2773,299,10075,353305.06
28/8/2010,1797.208,7418,159.78,0,994,12531,351942.93
29/8/2010,1095.242,4652.8,121.896,0,420,5082,344299.03
30/8/2010,1860.576,7821,152.41,1044,5126,11650,345670.58
31/8/2010,1577.166,6600.8,186.614,2091,619,11568,347140.48
1/9/2010,1510.456,6384.2,200.616,964,710,9927,347014.36
2/9/2010,1501.06,6386.4,134.698,1715,314,6500,346683.81
3/9/2010,1733.138,7350.8,133.168,1114,3271,6069,344603.56
4/9/2010,2508.002,10429.6,226.688,4941,2075,14871,350280.57
5/9/2010,1825.54,7737.4,145.656,1087,555,13038,342350.01
6/9/2010,2213.404,9371.6,154.34,1133,2354,12283,344966.3
7/9/2010,1868.636,7751.8,120.782,1117,296,13256,350973.53
8/9/2010,2006.884,8338,179.192,1108,350,15376,350972.75
9/9/2010,1801.414,7557.6,138.896,2226,366,10157,348188.12
10/9/2010,1950.564,8276,119.094,940,1921,9563,346223.69
11/9/2010,2182.866,9114.6,134.02,5341,259,15174,350430.58
12/9/2010,2582.238,10666.8,139.75,1161,431,19764,348475.36
13/9/2010,1572.132,6717.8,187.404,2180,3385,6655,346558.21
14/9/2010,2248.66,9487.2,237.08,6286,346,8435,347890.97
15/9/2010,2357.166,9909.8,194.186,7253,5260,12691,348710.1
16/9/2010,2557.098,10691.2,252.338,4214,7645,15971,351035.4
17/9/2010,1608.816,6796.6,135.882,0,485,3545,346102.82
18/9/2010,2657.516,11087.2,184.176,2752,10713,17519,348575.88
19/9/2010,1534.6,6520.2,161.35,2131,2827,7968,348854.01
20/9/2010,1649.22,6853,165.142,145,669,13322,348472.56
21/9/2010,1789.292,7713.2,181.612,4581,2011,8777,338264.98
22/9/2010,2116.698,8897,253.244,3667,702,12717,345385.86
23/9/2010,1857.156,7801.6,154.882,2226,848,15426,346787.73
24/9/2010,1533.422,6458.8,173.222,3569,2435,10158,348331.71
25/9/2010,2148.046,9285.4,229.732,2799,11440,11380,340124.32
26/9/2010,1542.322,6618.4,188.384,2536,3161,9732,345549.51
27/9/2010,1178.776,5100.6,129.36,1024,432,8551,345693.21
28/9/2010,1362.034,5808.6,198.334,1513,821,11374,347150.67
29/9/2010,1089.08,4736.6,196.92,1825,2831,5277,346088.01
30/9/2010,1126.214,4854.8,196.318,991,503,7592,345168.9
1/10/2010,1234.4,5315,221.196,0,3514,9308,347909.4
2/10/2010,1212.652,5226.4,246.894,857,1350,8459,346037.94
3/10/2010,1125.482,4868,119.096,1055,1111,9660,337697.82
4/10/2010,302.2,1448,196.448,0,481,1980,344817.42
5/10/2010,526.472,2390,214.068,0,646,4093,348087.02
6/10/2010,528.46,2337.8,168.092,0,526,3958,346657.63
7/10/2010,1469.752,6324.4,186.33,3339,1801,9164,345211.84
8/10/2010,1309.324,5548.8,160.574,747,2293,9559,347589.83
9/10/2010,1086.254,4643,200.204,1002,577,8533,347546.31
10/10/2010,1303.812,5575.8,171.182,1,495,7478,347016.97
11/10/2010,1869.054,7950.4,207.248,1688,4267,9790,346302.03
12/10/2010,1788.44,7534,125.336,1162,284,8963,347412.44
13/10/2010,1788.702,7462.2,115.572,1802,272,9285,352256.27
14/10/2010,2336.9,9696.2,199.4,2781,4855,14734,351172.42
15/10/2010,1687.858,7174.6,159.802,2034,2147,9290,343985.97
16/10/2010,1983.682,8369.8,181.9,1032,3064,11652,344556.61
17/10/2010,1351.862,5693.2,188.418,0,559,10718,346766.62
18/10/2010,1611.78,6827,254.02,959,1585,13132,345885.75
19/10/2010,2171.226,9168.8,113.242,0,4573,15375,343750.23
20/10/2010,2578.538,10974.2,210.946,6301,661,14348,343373.86
21/10/2010,1407.7,5903.4,177.962,1126,430,7640,350748.35
22/10/2010,2022.098,8619.8,154.67,2097,583,12500,342414.85
23/10/2010,2274.584,9650.2,200.936,4176,2428,8728,345477.71
24/10/2010,2003.144,8291,132.516,1985,2553,12886,350720.14
25/10/2010,1802.356,7559.8,187.594,2054,3355,7971,349066.54
26/10/2010,1620.198,6807.2,158.066,0,3045,9770,348106.24
27/10/2010,2102.276,8769.6,144.528,2050,2838,10293,348140.89
28/10/2010,1706.638,7150.4,134.608,1063,228,9375,350383.66
29/10/2010,2420.932,9965,139.712,1214,410,19769,350136.53
30/10/2010,1272.612,5373,119.238,1093,345,8631,346879.39
31/10/2010,1560.458,6611.2,135.574,2607,333,4155,346674.79
1/11/2010,1685.556,7062.4,136.04,2001,369,10336,349174.52
2/11/2010,1760.112,7316.2,168.078,846,397,10893,350679.6
3/11/2010,1000.92,4283.4,160.11,2667,514,3801,346392.7
4/11/2010,1218.852,5073,132.864,0,376,9003,348937.5
5/11/2010,1890.472,7869,176.936,2682,366,13482,348907.43
6/11/2010,1233.35,5141.6,162.482,1088,566,10595,349319.35
7/11/2010,1665.736,7280.8,183.484,3018,5631,9474,338218.16
8/11/2010,1747.272,7396,229.874,2229,423,11904,346278.56
9/11/2010,1261.352,5420.8,182.984,2090,382,6605,347866.89
10/11/2010,1566.51,6679.4,205.384,2888,2636,9945,347617.91
11/11/2010,1093.02,4704.2,230.736,852,599,6590,346642.76
12/11/2010,1325.698,5817.2,183.64,1967,2085,7921,344785.94
13/11/2010,1332.85,5699.2,154.396,1000,414,10695,346929.86
14/11/2010,1534.682,6544.4,182.534,2774,4269,8255,347308.9
15/11/2010,1180.158,5063.4,172.422,923,594,9386,346489.41
16/11/2010,919.318,3996.4,191.724,951,499,7352,346074.59
17/11/2010,846.252,3761,194.652,0,656,4783,349331.22
18/11/2010,1083.478,4785.4,314.074,0,625,5356,346741.21
19/11/2010,1071.68,4712.2,109.474,182,4515,6646,337268.72
20/11/2010,358.924,1670.8,199.99,0,489,1902,346623.06
21/11/2010,998.234,4402.4,284.326,1984,2380,5154,348551.16
22/11/2010,535.064,2359.4,171.492,0,515,4042,347139.74
23/11/2010,1679.502,7277.8,209.152,2184,4438,9233,344047.89
24/11/2010,1159.654,4988.8,180.67,236,453,7728,345285.6
25/11/2010,1521.344,6467.4,223.572,964,3832,10671,347484.25
